,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
254,2020-02-05,19:45 ,FA Cup,Fourth round,Wed,Home,W,3,2,Southampton,,,44,"56,046",Hugo Lloris,3-5-2,David Coote,Match Report,,2019-2020,2019-2020,2019-2020
255,2020-02-16,14:00 ,Premier League,Matchweek 26,Sun,Away,W,3,2,Aston Villa,3.4,1.8,45,"41,874",Hugo Lloris,4-2-3-1,Martin Atkinson,Match Report,,2019-2020,2019-2020,2019-2020
256,2020-02-19,20:00 ,Champions Lg,Round of 16,Wed,Home,L,0,1,de RB Leipzig,1.1,2.1,44,"60,095",Hugo Lloris,4-4-2,Cüneyt Çakιr,Match Report,Leg 1 of 2,2019-2020,2019-2020,2019-2020
257,2020-02-22,12:30 ,Premier League,Matchweek 27,Sat,Away,L,1,2,Chelsea,0.2,1.7,51,"40,608",Hugo Lloris,5-4-1,Michael Oliver,Match Report,,2019-2020,2019-2020,2019-2020
258,2020-03-01,14:00 ,Premier League,Matchweek 28,Sun,Home,L,2,3,Wolves,1.7,2.6,65,"58,064",Harry Winks,3-4-3,Stuart Attwell,Match Report,,2019-2020,2019-2020,2019-2020
259,2020-03-04,19:45 ,FA Cup,Fifth round,Wed,Home,D,1 (2),1 (3),Norwich City,,,50,"58,007",Jan Vertonghen,4-2-3-1,Paul Tierney,Match Report,Norwich City won on penalty kicks following extra time,2019-2020,2019-2020,2019-2020
260,2020-03-07,17:30 ,Premier League,Matchweek 29,Sat,Away,D,1,1,Burnley,1.2,3.0,54,"20,496",Hugo Lloris,3-4-3,Jonathan Moss,Match Report,,2019-2020,2019-2020,2019-2020
261,2020-03-10,21:00 ,Champions Lg,Round of 16,Tue,Away,L,0,3,de RB Leipzig,0.3,0.9,46,"42,146",Hugo Lloris,3-4-3,Carlos del Cerro,Match Report,Leg 2 of 2; RB Leipzig won,2019-2020,2019-2020,2019-2020
262,2020-06-19,20:15 ,Premier League,Matchweek 30,Fri,Home,D,1,1,Manchester Utd,0.4,1.7,39,,Hugo Lloris,4-2-3-1,Jonathan Moss,Match Report,,2019-2020,2019-2020,2019-2020
263,2020-06-23,20:15 ,Premier League,Matchweek 31,Tue,Home,W,2,0,West Ham,2.3,1.2,64,,Hugo Lloris,4-2-3-1,Craig Pawson,Match Report,,2019-2020,2019-2020,2019-2020
264,2020-07-02,18:00 ,Premier League,Matchweek 32,Thu,Away,L,1,3,Sheffield Utd,1.1,1.6,67,,Hugo Lloris,4-2-3-1,Chris Kavanagh,Match Report,,2019-2020,2019-2020,2019-2020
265,2020-07-06,20:00 ,Premier League,Matchweek 33,Mon,Home,W,1,0,Everton,0.5,0.5,52,,Hugo Lloris,4-3-3,Graham Scott,Match Report,,2019-2020,2019-2020,2019-2020
266,2020-07-09,18:00 ,Premier League,Matchweek 34,Thu,Away,D,0,0,Bournemouth,0.5,1.4,63,,Hugo Lloris,4-3-3,Paul Tierney,Match Report,,2019-2020,2019-2020,2019-2020
267,2020-07-12,16:30 ,Premier League,Matchweek 35,Sun,Home,W,2,1,Arsenal,2.0,0.6,38,,Hugo Lloris,4-4-1-1,Michael Oliver,Match Report,,2019-2020,2019-2020,2019-2020
268,2020-07-15,18:00 ,Premier League,Matchweek 36,Wed,Away,W,3,1,Newcastle Utd,1.5,1.1,48,,Hugo Lloris,4-3-3,David Coote,Match Report,,2019-2020,2019-2020,2019-2020
269,2020-07-19,16:00 ,Premier League,Matchweek 37,Sun,Home,W,3,0,Leicester City,0.8,1.7,30,,Hugo Lloris,4-2-3-1,Anthony Taylor,Match Report,,2019-2020,2019-2020,2019-2020
270,2020-07-26,16:00 ,Premier League,Matchweek 38,Sun,Away,D,1,1,Crystal Palace,0.3,0.8,52,,Hugo Lloris,4-2-3-1,Andre Marriner,Match Report,,2019-2020,2019-2020,2019-2020
